1.576029159986865570471390247135913216995462331156107897139976640511049993051935,0.5449046373609795530282503516949661525655872834069023853689072098727286863061425,0.5213262946175950278747687108962435622522002338967017511119638033568207347057276,0.5846085793573566004595910672655664586257951304362671494313262500894099558462998,0.7097385223042415726741411691855695428308535151479964959595443163041999975614869,0.9049425583426960020649159810105178162219919510643230079198423613781714390532111,1.193567394789513770526726580863254714716175378855567383493531442655407668218543,1.615192940872423446664230405065140151536256036009653135457087276191309236847031,2.23195784248026866251402400555191898694941581861494979118683123753700592752725,3.138491296111669746118094964777180755014178586344688593600481720169979604003104,4.477257713582886798955611576612590285602156000090259806754975535438242597647944,6.463648027943663842102280822058312892158600371467335606193427203196958584489931,9.423959376447251392718370828006362349744415738320887529639585030251915923556037,13.84653362326055531480569434205063785103994929552698525084590721107200351781692,20.45243880556423427935152194865334714722120307327871611549481793847365185305097,30.30571698413390269960556049808773677226392184821574668804076853138534460883551,44.98710843409820941004807382845880248995834508164718078430891269706959665128057,66.85594847369112366108836160021505819426892786540719460193144562793029106008448,99.43383585736912680940391659956936847022564694140671972770323262005520268930303,147.961925553386678800631092850837468966529677875940348553930451965674493024979,220.2396521907581688195803340968428400517125743311951737281306343169706404402866,327.9209958317400120645142698548367307421998892803450143188518519029389763293662,488.4551266536825532981997014626600933793609056421873558989895065511149505165921,727.9001670471159102592285102601906202571591617886538108844523834900358484623496,1085.102741958524530149527637548495477532067763272118439424500121313692481840969,1618.174109148838413940237657268305392527327810892478481773463342419300396376843,2414.629646800635816340850389814054549893067187435120249984391546752283199547227,3607.400497309127713833676713547186922080614213456790970294154685859496521273708,5401.441448504932582216714048274726315602784646621933560035222609490502597038543,8121.114359414353390738301481060396388117435334590839892117207705750240623295485,12299.10940476939706531349690805823251765037086334590528080477900028424888737891,18853.13749801635589290214304871961610994744702262038480911745681791326489220806,29467.83559575162664319393623242114101163752786923106755612282194451826999309729,47510.7059866620152844625367156707302189221496789722602638381392495268266594178,80517.82037573305692393964623079569121844755661597638240188172227501027285133172,148118.7286957934423336569445859593498650012233771547274451287029200555880397648,313801.6528640010679113427696659626904232607163215651958911311254382718681740902,868066.6826916945324230844826022116702006201166441879433667910771762070476958462,4.505034865157054533680034785471405079904106521452196862486413220267712125365549e+06,3.985606460069881308298605189946786686910592116771830460297381826367266090361259e+09
-0.006949490239927328988823478933904054466666588920325149535726026370886323919121616,-0.2044426472078770911308306476407415035007377348238875088156356646920570808451791,-0.697005918530052926578991621460166100929838825535359005950355130609132934489562,-1.669797918703842190163906438880845378124614768297577525854484084589405558056413,-3.487153283762766022496569479621681115989616429829555468358069043200715722252499,-6.825091990351841121229590497377312243584735686960137674482743349115926965142325,-12.91880554314016852972355580700067726124382184551682819074904344449347641754367,-24.01272633778022777643231823287397627347054785466878077362404061020403763990367,-44.17400414611959341679948948233810871842881908073139101512417049448744577462641,-80.74464845451263749406448394021694605364874710049292032229216661434464057584609,-146.889477472070016551298715426703072760593038396544832323955184503550703537978,-266.0230891229873620170076452412219379395865534950724488926694835868622396723207,-479.463945659915940682182644342813468666625739105578003531609569566962491731797,-859.4656456337627866803916398972881943611078078095268576965920522171728696495427,-1530.858579258974222105726799604212019556052936102449805697205478224431554730471,-2706.442838022155258532014006067685610171476553982989879452972436076008314877107,-4744.791263306600599491873210820576834246361887082862730073390091967772112880475,-8244.728747953229355234956258378160604528971545979081063251878066097510916523235,-14199.23819314919697693098526962882529768507312160077394658102739764096489019985,-24244.27123553117090766062669129836133352295690216758002440060812012525716694034,-41058.62109673896972319502640551024967339680757290939609523659711248696457844058,-69007.40002020559717150789559869687889136666411280514043023735263195552472690595,-115179.1237105003099012342942124353210767320182874358263770587381187234607928113,-191047.4236456114102350397136294329529422457066034599116600371746408647514209038,-315115.1420422559720801510266274594523503775676586517576797918435243215857630701,-517125.7813008102474879356766698218759160269428896876788138115999957435320155691,-844818.7272801113899240100052276723784733775670700863828646529511636112596236187,-1.374851469865831123400743764115722910984632884814383659417176679174095214286553e+06,-2.230705557767570256573556674274186579976336247967386067278830814869546585688136e+06,-3.61288416121895849594271460394735163096693847079635685300207466272014649141118e+06,-5.852012146698038831808990407963139244788725511833297974041590210077968115398363e+06,-9.507132291343278053042668653021516166073911085944650390683502275348527675677555e+06,-1.555999353013804595139393213890561353200989117804589744495927362817503733203525e+07,-2.583396551237535748911608511309812324846584291756623946099683855276483053006583e+07,-4.400510652571376171783095767666050244716347136616044367491766205021891250499441e+07,-7.842923869487201670633602849810708684144308408404419742692070164692907752891533e+07,-1.518320479337891831221536630853921544674128890108068754338286849908788034250244e+08,-3.467700444796976603187207907205613774958709830017575538923382350804386502014274e+08,-1.193533532269738475054178949781552934057104743998630524668242079750828665431831e+09,-9.695357276760458446013362878921544058925030721250670109256512438519662701710433e+10
