0.4129108580002127275994327945156182291242743738219787000102952134901113037297565,0.1922391324683645687826173392594503654125765984829184790393206361765617645515728,0.1560373054292239838795958248164331572381729873100467538219063847438731171218253,0.144739979852951729078819379361263303479551069081739243963624171770900512860877,0.1437758671969516683931128443103798240505308764788911493296829315600719165997344,0.1488695558839787020106625596374691742251425016336942292482885056164036947924306,0.1583086967785583148326861785590712902844074077686297272519764168529590274897508,0.1713224050774420504444340023785582486421307207263894024215597704597877268078849,0.187564885121539648757054914809235748722713424174076400607868794726603449963964,0.2069111854902617916856325417665407543640341584930956635162010591809259441349139,0.2293690477531785862563663923504868357739121601880877134185883905375993843868933,0.2550474576183225715476840773091517697500014241866644748303642375031960685733886,0.2841554144483563158556889959738259719438241546704448952060815473056854864741022,0.3170047599325503573173976953074055750308244377886639679548989746512751420572089,0.3539990240238044078954780573535629148610301869308618284771145331440534221850565,0.3956101811193128764164425963152679897461565815044824693378150985950658886108448,0.4423565623864396416110655091908129615212397326681037035175358060716224096552452,0.4947918714248070069329868356529530537545224522329828350410590490260560213470498,0.5535049421449649229859825981984387681512277850534027225472662903196445936924416,0.619124934493905324127800489063195980828860800199218009485717101099106398770004,0.6923381668629974877330855098638764495961947528996493088096033765083328353721655,0.7739325655736857173709616341182701366870887280593276469840642052880399562558508,0.8648617398855122876497721241050022708673960055590683740612219495160976118997443,0.9662854269973049250563581222372342746964401033976504594239570404169138574412492,1.079551020947075253714807714424315403311519217068690945837347008345440552779473,1.206134692634944628124292094968332044736547045445274254579575121765622687356884,1.347608828998269434794537118913534407686042902684027437814746952980030314950314,1.505696754042086516784755421402677434341003766628997470271913248282818935438838,1.682411590262942842178599934560680568609534867541516354464006317373143405781955,1.880196005081587044542300835547524984361482148656453345309448597247608206644796,2.101951252886222064519056376183080877221454855189739243805466522828835504505123,2.350911257839483102423330905072721648930182145246711797910338438307558843792618,2.63044978860412653767262447057888630901320526701470862301343857206027404274635,2.94401701778379165957162322105687510410782898690168785682322783737209340865278,3.295400648756881075384018670616636743789111894369917790298453726698430783297275,3.689391366711191351982109382913088352953822108088960177511349498958335227059538,4.13278543482412556225426910933775616377306847882399106917034787842848695963266,4.635597435931051518656551723288903394566315923397915395751505668156172764022201,5.2125297433999942431011095673495617639762840376736505460803981309839605956151,5.885203508959341401033636638290148700247214436103828075387636871954270600032367,6.686286028172825775002847267539232809742374767042788841588425353001133523739719,7.667509107040365193585288115613591753667621939389446235952080714935526993333789,8.915402615584980287371555979671436980024982775889764101996594593287175971368577,10.58344848689949327603132933600356256808211083311838776204613127915132710754305,12.96330104931260635524425771570755318332191293880934228942986218065720973978798,16.66228076585473908910061468884791126274601466155975276738929557891275282439366,23.12399565420057853711410730131146313663503677332230169753542797997811694483461,36.56819797177910113409878012637850298027494608332345265441417478029302519631977,74.81434692888774553463253608589202444732483749658030153321076929020038658860239,324.2350450864140680500002890485462628396453577908427896690801432682824372623257
-0.00601092519449247348422680910314886946310366816148501127243818034837001414531044,-0.10431226402480086964672207144150908343861594514533515080447734397684279824528,-0.334568378347291292017618556654931195445966047892542345346842421870866604890001,-0.7418527438020863784736953795930469412508233379367114068444236705182763535192408,-1.405536826542350604506032894594897878267531235656573661843543387520813789107854,-2.453989425494860478560439796311913045449640412914851890039261474441297182074931,-4.088996969650254127813771508141289579144867285126483507379737580420435478431064,-6.62441463757402818569147051159258476551398854599480447860136829653491719911074,-10.54623954350077612472918651895405946315498224866141635725904538130899110731177,-16.60511259443145087435372803767081351335057357072037562368723049595505693094712,-25.95803176648652066068352818249579696577129445315136313291385582108911216292258,-40.38507547030380994333543022955915679751340951105174751341195291012608793000805,-62.62142746527958718606639633011305799187913103315695147836908994245901262812939,-96.86759202433970964385394993502770466808410887519892707510639535019965785838485,-149.5741781116858568889519086381526405615979698226559937782930318459467614699057,-230.6466989147405269945290216217678053033558939557732720367812811640360861023075,-355.2889551707222795986511629556601231054619978034913569473768630156072292110817,-546.813831822789405975999518656856005141732291603453251883526944809301452217169,-840.9159734843200282843285811260918475420429692827847702608606296787421323280447,-1292.146369537229823804670888175383867988898841154994927429514350478912755697778,-1983.695643689403641260798959881447285827962291611060582281071200011609839708312,-3042.16434598699451709957939665303767946639934698777504938620387907543598486036,-4659.90669378923361629575376720383844298058699336731162621159222067859023993776,-7128.919221856910026993449798592816717248546712241170691088157918911546963543265,-10892.24321960553203465336358658053963659207867453926639523350748684157033448487,-16621.69288748172651098956361554147227892820680282425010355531908846830045656249,-25334.94984761555576680316361381463150022466497886471208139534164906583070821068,-38571.744770254954081656960376465932170688961475467960276708592365108020319925,-58659.63788457607986881969744957625475451755358901727762544601737779034755049498,-89116.82429226972587891801147212984729493450438002959490206283636514619335192699,-135264.3606082323309106269770851934999694009411890528849477992477512222809260805,-205155.2878414189968893543084553537026232117890101248336537976683556464752049606,-310977.4290937532643195682858991207458163036031659840905477251735832130413804972,-471160.6732955535511641377443778710928540211388502966934252127809970268983571857,-713541.5596483649955086451974662610531715740817891433583337824248369509866223543,-1.080151672325530626004838167784491984384069910184849790781187299444653269851897e+06,-1.634577361098386269897451527021588964624439633221415049553575399706452245879295e+06,-2.473517097098705983881619135479643935827414033345880759829416735201414817454426e+06,-3.745392618822154665677202488671541724286780429445008864056882812885902041667649e+06,-5.68123088452881365564341340022190017921030944181152854696547752456015982254691e+06,-8.647945496799560327512398294913627527742300453696817805816310759215744123991217e+06,-1.324516268786843760920916232735640114836214770791379742839380000004222934172018e+07,-2.049329292592785582649898398422757951328772218854076819266876870780942144036741e+07,-3.223022988914285157825604994458742618514568484033071770448874196433681352743971e+07,-5.203778468240397765956613213154225520218112709669084318089572764332008241125672e+07,-8.770528620781142798207429117547179427119988951329533630359819775987384220587e+07,-1.590412663904776802494876387728221971087297598961914786204754846698240931062688e+08,-3.30006236650773161729072300863533618174414695741329353961688480105210259072554e+08,-9.149921321130868568780231528735663103687891426787506220388870666918236491596504e+08,-6.387211374404832075483919727863893667031879062682914001356372510812539375009825e+09
