0.03339150357356583390277785623532184305910182127534416094229279444552646946154121,0.02093183699911542149602369329843404584979220868811114910590195004117148632564861,0.02088593221820578799870326069951892313818235020004329370941982139317579594581134,0.02275502201342918248577109181006313246096440783420626540030781471397391844872025,0.02598936986194806135423870028315759475059666316285249617457164646950091360525198,0.03063082063508821374505386290855458744054277018781452628221337999690891075982605,0.03692086819317996764440816328893445298560292782104708561369927271091797842467121,0.04524315038786253038994194027557059870646957946114746536199903920448691786297596,0.0561274593903704811036629386951033139884916061778895048485332675615184720787497,0.07027883523962381381713788770806765687342061840255513230604183060332934019004317,0.08862691284125913151148425868921529358725455097382314462528598096414899655031605,0.1123953891065199968153816711312534970448742413749960970511122533415510435289269,0.143190864798288237035096989021566676046841679680200402124908557405350132411061,0.1831140709705315536952283943712571339231150829125626889907022686288904555048706,0.2349080850699931553938209713074848183418442816810456182832530545941623158974599,0.3021700391202838263360288011955697184043062344078183035962220907656023246188741,0.3896541334276670625556659061546781241747121399108087546909386556120866210257136,0.5036860752371253368643192538985822869474742697721882535021758914361417971656451,0.6527081251487550091592770847362059804976980100470206588258827506982197474123173,0.8479894574159879402406792160798335645410727242284514575438715363676806015974242,1.104557877713783015182778238647100252864690766986511493440216028011660531779679,1.442422524081925670120383043364246993006150156535353746158320548965445547231572,1.888169622624607253467131203259600186063185704646100146768802252932625714327463,2.477043433316328786363924765599348439988192482909877356814140102401796683414118,3.255682477718918051169461442892332612440204797931263136508289352574493430821225,4.285770139420997788454112062430883272169853508604646725659906164215236740379704,5.648986489131677174045671519767371457903194795051046885955933517132097953673473,7.453808026889906192838282984984920349662816649047435291216494514534368987496988,9.84483729948199045680404432881923847832662495128147196109953656728699279797592,13.01539280335714676276613121520320248774588872840025352488136511670000035659757,17.22410778536906890234613938909665971629769250780173292997891768262608538793395,22.81646963441417897954558146216873764693566531989072038875863604139426052914044,30.25272210228133871600468607853172991548355698404828441367199652763850121782435,40.14429532605821589097393526233617782900686702704094538309840270359473237335699,53.30189823100113806013402079020183963641873473237205700347916894920714834674148,70.79989929352009420159651626879899501420472637135947730145944931240954874692507,94.06397146992154347943927111753053724052309495895559122240237911661666579616359,124.9921075754923496044543275807096926688738534519414057309952164113648947775148,166.1231671272278872088531364658183453076401058765683694604864960082232906876251,220.87397915204234143897253970847652832985775435889990973850825036837300803161,293.8796796838854150674556526508358651698662028747458769805295163166535638356999,391.4978681401198948543401777872568110665216396606393951042571345330916948934735,522.5836666641553941260318212604138461018323625677424682557482457719571369400265,699.7262182093034015382974460860595048054473911370752076153557636232273470008954,941.2944677417995230319367829133212851083060850382755090107518295660823124653714,1274.959379951454727718361416498791187351076992491868047410010660236895640773633,1744.049832059361219613084306455213756626271968032846274232318373233306038500428,2419.666043793014704589735447903259434087802707548088999159216255364567278694747,3425.254386867446204468879584001198698241922430895508379953185000507367096587733,4990.269994546618568281738425062706392148359277502302518203535061583922776816545,7578.519237521973580079995603204479813595367631171921543757667312787811761275124,12233.3220228347097815390091150982304531556893163496148747792785251834303348989,21664.58992585284171531962418150102778604835532337010034060192373508667782061036,44540.26668620207740826910169923747553005859107282562535394863653164544925933578,119719.9641534461476805274936616750251844655309412879715007042011911617309385844,592909.9073067186407598830245866616433713855145222707749941363041937471873931925,1.905465238711282905872327268436325085839359601306510405057531932483573157519956e+08
-0.006343096763091442767834485233919599296000903887976899543944031759098151072677676,-0.1005944348336381754210607831846416653542655883557201064510553544899492163730687,-0.3099681815283929871496001067489709189892560211612377653463376699419879623778393,-0.6693575441423289290726972648553528694995616840614695268365933147627513383862032,-1.239560435787025009272230603597018756532677866460260812074568412728675643253064,-2.116947403322208321792182395066151921275462972924217187813768865574259698516232,-3.449481744495560646079597758567878155282699000565298361453552084047361618661412,-5.461182740850006743031881792532050696697004083306061704623502979626805965442075,-8.488536794979924899370781130421654605894072615409375473920729246258672115788937,-13.03405817127150743593055283502481872126611513615765428855773218001215745494625,-19.84472930564590909833188808828445761438951752445383062792365934065854923652196,-30.0267110429279367158203595796179771299128350751763642090108278894710295474915,-45.21258342515310347259319469929991287053922898917335847921361628196942565794655,-67.8037155995022956516096185933061335442579231909945577823467809598377783060286,-101.3196187335861652593296854687299567049784039967429991597542104954392961108201,-150.9013130476566334402956837891868765292301460370410572034694311550983836955551,-224.0399997272865225053968445648425157513326517571383883633397232922149289256543,-331.6373818695059996094703121492536227103096992573259685956373378939060232354747,-489.551450280034167965018302544175284997713688725982132907005895541902138597405,-720.8467980056599079828913552669420526502059629088149831158630428712910890853639,-1059.061506746756294339612736422648207997498651519980062787499621684900367158352,-1552.934301789623587824735921827532814280212848300515047881335753328321270929288,-2273.217173262325469624671162116245853344471339434015907533710153089792125665419,-3322.448083903041747126373178765618165340783245538991832206727854248547335216733,-4848.909094308804702115568657612407438695414175323613206436362450663121751187215,-7066.502160912224876622388192939250240880165827607513648701967591718280676373113,-10283.02411391682052209464114619558107785522914316490408863928437088045756302099,-14940.44193958766861856845343317671997918590399858712318448627357013698003770773,-21672.41378566763460006861788230017130856342080174245145507677173543605248652777,-31386.60032044432881073686173049064555667937955686324644389339960604957549057493,-45382.36337253710343203212756621005014218576855733375705584919822990015443690991,-65518.44328379726548505041370606368224172560421559223875892514061772960700782071,-94450.60134260102745933595417170592475953198564444528448889525732625388069374663,-135966.7735211080467000926774525970403793947851320282160064567338438159705102324,-195458.0406417189567258491947731048805416749874511711948468548018965728534815822,-280579.2662475440433212988611077627785405973368898543116002972560460943562623347,-402176.3192074674878701293151575252519160778584538532143127196868150542165290738,-575591.4757272982546004593177300262471975775535004370084172158251278575287396224,-822510.3559901665325799600636967195955410174847486637904651990761112903149011789,-1.173591448675646980655094325519254587660936796357465316593358007939305964174396e+06,-1.672240947140806776628970755766159061380435482265227638292569889993947259012801e+06,-2.38009753414220203992459070514898044300565721867047858322960167838537673894095e+06,-3.385142306442732993619847275019135751604877041204701001644744963446445881526181e+06,-4.813976327308440488137498228726793853459195118980326376821520357289451526501694e+06,-6.850963049158319552649037161376259954647352087377613736726162886633927647888282e+06,-9.769143310528811561411655472694576704028407067491944966221602096039454656986566e+06,-1.398228963523646841070942894490939125052350372642662875094501052925473183111198e+07,-2.01370103600687004454095785327655589194170448415354976980526718178526800692224e+07,-2.928559052130292198192819652601557078878025791129146380862143612306793309434922e+07,-4.32338224659208751330746028737439049406899194172736190577673742446286308235763e+07,-6.53028364494347370965390306603739052860225881579186072701116662527274518169217e+07,-1.02185055890379046584385162306394637079784144208376062202024341846167053620186e+08,-1.69148278256940830331898743387293095740662979045291457889353290100454471253935e+08,-3.078303246372968748588794499242098979225639799989533349275520012735901305205214e+08,-6.691517045773939206866696743007136450834934519382728447045667902325537240800098e+08,-2.209163544149664302580403460387694364516578610367074697187876216855376842840132e+09,-1.073062861569986445514936212574374747975495740041687061961234926403007257328941e+11
