1.302399817653353171606434279711464358262924602989402697637966476724333874684534,0.5337255630667998081585831534734940013024082327584969919663943286300899494481011,0.529897222186662303509482091651718524913001780321752787045922229770638657921534,0.6044938905831539879744400529974147150317050921463915364757035475071592542028751,0.7398087967987234835335164699912813698369121851465248456665518382257151870283308,0.9457351252168169560752937835460095955307410749231367113782926607451987727549638,1.244870236200002205113542799316209123704138511758753571853436334867088740336433,1.672192318720430949816142324909813570942063038422415650469757551173205484214384,2.278496228184315178815590145676025068936359394775113071139611276869407747203605,3.137663502759479463746140398372815748351110185996860097544071562452241743769058,4.35903483866661396706554045146438105717231427241802130503483646416781968429645,6.106000294276862233147312971782973184995734503644426870212052040842259874778446,8.621309480895363952915313885473200211797867876993597119656989184702418362254628,12.25955416969835839399859181390857429659425280924150652961782917333160488338667,17.53144677749742456152294437882030427210118596208910936335222433732391638069293,25.17215577749999255813160287621358999253650537457158505974053588406683769897736,36.24964386824337195264126575581880090690671621208353628279491931534472987673425,52.32695532905790507973693842710424439600024320637851982454906896794946776051462,75.69687298866470265857129786479547616224679161873326846372045953506243195845517,109.7263754605803086628964803887002940026039953304103004452873949679318829884872,159.3729063113051284345046471711219262986142038109086740728422627929796506596111,231.9621481005501392825123289832098363623009207261192459889226882664815862954729,338.3518560021504104449107967802940634428701197374363533724459726554903854622043,494.6384266252870931899576837325590179688385869496345764803501809546749511396661,724.6047219957928706309622583115456542731382728474793782101131970903442093760262,1063.174992697052269085828865815033315501452592662379135640044638299878690837925,1561.220772912541596327921783113468219387205478023396693038471611868573436531683,2292.300144170989875713167366591756046908925192199448353787191573749126969827982,3362.613074826439416201850437647362270044315962232724862037414862971748303261405,4926.621489844473418645223293134912847309419839678337759605650192560880426678815,7212.280557935267992558657884230108047433670017171171487236152022281033962622742,10562.30844519712185394964334690463816753298632916899623666045160555427671877733,15503.18162981479969973680678084152174606645363158257224879376060788555603485083,22865.27407538272780540223622926114227480373333163338412992817369980149385180668,34005.67352384654864609448485761531191346604739206720415857226667159244579094204,51256.39138573794789414192427029071691041599611947873507916472719704578415763832,78910.2623138462945777270724923579138792733829086460493649367867593755602846369,125612.2407880714177491736882597066697168433550626837435735551288932330130087871,210889.5894614800684420846785391663028605870305018341116355426728354323343994202,386044.5670649811598966703863842538799298835953436872906091509839211515727186351,818156.3619245966358280412029150757114102776090557434160806820777828356265868636,2.276819104521527702706960977094932837891266489156100569613550818069187952291988e+06,1.197163652829019225167269700906588593772242704330553673137837556908498422944554e+07,1.227717478047191579240732209149397434668800618520358687622222847040901142109699e+10
-0.006861728759182948263718868167637201439621219911989504996956549518108990843480821,-0.1749235714595246386095782027592456074469712323775043325094051273356758383528135,-0.5793686538492913649115488371825840186856266066124820062319699515444675462027951,-1.347435283754383900232179894730551146903971459122526562096775910701488513947562,-2.720474053845018363645132601359651344834503068567081293454013118874777713205318,-5.125712059469105656716775163142414463763381371650163501460783288409159462354455,-9.302998123864087644648546524777579526080543363122699991804436378010718618548348,-16.51669344007034233008040486660680114641302465180619506371112821160859707983717,-28.9003455385762733098401255572378436340411242886987674429601363076533944741989,-50.01463058761445245848213702924272154504912724985350806060323075436614556913458,-85.76205878827478862073528642677810891281806249923657985451755078476668902297267,-145.9061271964732781274948074639099387414510449601921837769405824407247698523732,-246.5921691459728434108398421356712410941892114046225019753107788173321097938011,-414.4561573485034219409458509497907350675612497184739525480681619050341061064966,-693.167560200692292531413060282654786026360629931608648399710858060052412510939,-1153.730074000320326503218090444900458425254037861464192872477893589433996833576,-1910.762342818690505153748793828694462370226771465534510023170075140493035383708,-3148.392625728316379113253874387190791627498729901868706749753788411215105687438,-5161.422579799869777479261143843684214192033188080910663683538454576600940554366,-8420.560576867796297676291977668790229002453070913385960832467069711425671153723,-13675.75949291821114747231159236194195313825058558743183346417016844133750521849,-22120.20902027687931065586117237480984624770292688370931500731685094020226649582,-35650.98806743170207625543162406016799422750385991320719750669175440260663760646,-57282.71634028291001792877617621059891799529261035259178528868216044776659429782,-91799.85639454275399559534106827464860562286273384269927687225114570291873572465,-146775.1766359489783937689088599201730776814906773109289954756234018231081227951,-234140.6327975986406843554802187542268609908594796317411953306927274708491642294,-372581.4086377084542145104342094999272335799231740173939431316002781184475862031,-591167.2268418657824255727157199964985653961867390824451997216843033348241422258,-934906.7997556801290046171781765276760723754071874953117340618627660922291978497,-1.473404599884737873708359963757917409622234451453806015029960629326853342142414e+06,-2.314656736746662759583869483587807488295458290168525725096067729138765946192429e+06,-3.627562528032643241000192813297891566235386590805181458886127713489481468049553e+06,-5.679695701954247546683008792705611622648361593823143291507762626628388610101974e+06,-8.903110866887731894795058295592859660016642131070518091543318822378060250551471e+06,-1.40153205890429731443097531296203502572123947996334414063780633468793925378697e+07,-2.225855722551869785859088380941543841747782725923296362686889593729335516396284e+07,-3.591878777108013568738958988272062988911856515213422361906949165184658059496748e+07,-5.958728522445983108486110400972656220854266416340225302325479225512028674828381e+07,-1.037067701728272538681333507084304291378948618311947429567400020030130838413746e+08,-1.967594699829276120560004074726226119251705150112950910165497976881164224208696e+08,-4.425347684167605479517728341910397313017336319821852715817482914679963155319318e+08,-1.510087841354983843001122895429617265939193899184337304231097387247558387435486e+09,-1.307690774038328344794375909295326568868940301281603487575808508694706159251622e+11
