0.259301598530574513605760717743127739291435623977527106618765223250938831902417,0.1996048640496756376692721816299962704970865521568725139471380562411762698355874,0.2282834491573431812040692835307021022460996631714464052618032841866423062053312,0.2847097703137086231258123964068585297821051573272326897133780685212862701155227,0.3729129420443760990112604788923702706986160680768074795994353494982570300107965,0.5044351858328323445645039476396279906695445741408873204772295798993435205870473,0.6978375928531498823839047220482421818388311110442432008404446783864281782741006,0.9812795420720592950096862087127385449378281388208056631312679947983577140306082,1.396813199850603528903166503459615407413950311593582299440683011879286931291798,2.006892150645205158479283368607247938077074276867994849946280949240739645018297,2.904116953049372778029397270234670254859027396598303470258471130134679124904109,4.225673168863043778934412221250241138139273474086097632118364851064665266599242,6.175300102073149765337432180400147450848696988356144163967850908982901717654535,9.056818258996512272712345695087815338348479723709813032192533185457132394687162,13.32162780718953550508890283827289412318396718471622451780975187995405720738012,19.6312562123380819840183173815112564722153427222115047344191406799680581864077,28.94086228804987401546751520776767409846093627635436379330276242216123611486386,42.61971417167362406973979432155382623150672374114991730641666054338093982050226,62.63489522584215529398045873382153937201488792571363778943126437512227951038929,91.82861591290349595990623927053044811455881823206684390320019771861094724433669,134.3183637746691516566601683859983922741607756639032282894413188946243556132718,196.059285433903734403686283234178202775761438129415464837063788498229146687056,285.6433784990157341737633052546813905364051698815910567345735355268770211013801,415.4633977987241019050733356049915250900326681547931098917591772889323527720265,603.4228954376866606631105366353896350612489466493632821288673404805222832847243,875.4268997338191603272487064884830777478085987647577084606729857394315918260762,1268.979113065580900790602048264737617033600390535325400549598340522019249954751,1838.409218152673604777049043187822175452909362605046866040986933589179527650486,2662.619167682131097620564498296068442102904404671418098939718983724434916157582,3856.768281486866140263418048172073760609757261461395311365431209406815653656226,5590.004719101730676142600762002913028243714593767587098696254528775221205160105,8112.52184486993220447256002527913214209238137783785985102533065030202353378966,11797.94569608334246279375905047190437934336475400113171000686046299059238668303,17213.41896371896423332436012220064876380391445337886547065298383789026496581132,25243.98575692040999300109873977224027836992371056331250925023760100310066359318,37330.51037738162560833566185115790079768493976147439214224573503496368482667453,55958.99500372976459231936730904169204207552080243946949418145901350453217160624,85744.7681688942840481386414815578300050418581479206298763521013800035531147889,136059.8727444614917815923929314266458343540496982797719083718920980782067464875,228198.8785775969750143437501207506317144131830903429767394125643400416820385872,418332.6713435948480783223029627545397773738337266239415396267150803450959037231,890094.2693738277775409338297500128881873291447243140674293082564605460727065379,2.493592601922071411677560196833769617314728770224728467943172132666979625362933e+06,1.326073392504547232315334994433204764753901241007561850432554438234133153181641e+07,1.548338433998018469311922991604383985447216318282007131657474121801104146218853e+10
-0.01252436364457567543675273676898865425746877052734910839829826562556103493486635,-0.181346788086894857442167384845823299837225656803128748096077463444207906171997,-0.573573617536078531592278615839651104214342044731789980797687971564209492888875,-1.306534679452102610939404046135454822708096851539812106767741436752370077896132,-2.600224152715992781228378245732808694900658849512778273481804620499645588729655,-4.841066984218839979372279675297921616514011794473160301118959011170415756533854,-8.694620780741773606872041737927841721605485267922563063821321306050055749927032,-15.2979353532952008375042561628253484774680817995957124305078982709180679164148,-26.58305891217434108188088549605038598239689439213173834822275549351791693243726,-45.81531851849184693648010980038056666840053006236730777353753295410260900845127,-78.48244994256791282748425428519056035281975983926448475561138893958630384187679,-133.7535733235068890763482539481706549251379621565911840506564513796973055568208,-226.8631309717997725258194682193078072762954673905182564987803038969645777140344,-383.0076368898155000217743661801401991112605679169780391078852789849220455302205,-643.6851295895061166486164088583895168731729061330984220482735202037311762639928,-1076.81929010710156543910506486691091204519858622955831173844822820831015453142,-1792.544511330404977711955581067546803328764292623577879235198409318495058151567,-2967.440761937851206244132889607093621833418897238873804544191004047033424205961,-4881.68083038568850853074889841802993384479098752872326349045483385020606163856,-7976.30230847359063976000513555796328822908848063724595600516477429971369522908,-12941.70677454868716610641173107502218943201662175850103514040356659639217512201,-20853.74084113208281769882929157787520201082024473323246124563340737077626954547,-33381.55729157180070654904645260198057694820142362547934411669450299355844559386,-53104.24715059766404333122186491308788003689109121438530287526383797531736071377,-83993.66424589136977720787432634443925862792396278631009979154904576603202184888,-132151.4647272056762441499234534552339371368505492187688726075551823016302711347,-206933.0861110298787004575374326123054102476110209886988228357617882580729535355,-322659.3634034091763616632046959812582985115464465001579377913460314383888627897,-501226.5819881602385033847685026521754730963765734415495342875227726434879863134,-776108.0462473562558417832796431881806262933292791104240277490032242277200264095,-1.198533902002235492630174008761859805444830961680865360701688341648283005841456e+06,-1.847103028384818285617765273889013094321565334189784175078999713118564317066826e+06,-2.842872668864118322016720064017539517680864417072834325078294164447039405747651e+06,-4.373471510709570138191491844402669752285748418656803196103319331861158637678281e+06,-6.732886687576355226596076876970308189705577278783157879816171641693530980277047e+06,-1.039040820437180923937178303742313780633656510749163348743086116771535885433464e+07,-1.611809094535606177449904629432639868935771243882882682264546721094727536874995e+07,-2.524536369385054064472052485201880616193706851770034557894532148566285756209499e+07,-4.02155098702983574182974126633606573210507756809626950328208326206151327129977e+07,-6.594259123917517494696390331134767361891159783184124261772368794861530720098132e+07,-1.136279603698708499714622163762561593668586511707101821973643090978777868466304e+08,-2.138808908298813064816485398098622533318575548889388979684479668032134079153015e+08,-4.784238708400138245639160930374490348875671055656756000547276811705100571034959e+08,-1.629257748932285596617623456832404137149993373722169045348763095795561659989699e+09,-1.496588077497439148864924591143937157775807235881201675979655584926901340575878e+11
