0.1710625116385613955277587964300051946992949243072937587511070692763386269877119,0.05410462886578851577826232818768722831484506394525894309223570794294317621119121,0.04642598422280658166578338152405220730504309361664726421402366895057812639778714,0.04539244442424877854987900286234066884914016663597404730698397441567268191291299,0.04721527138094003319221063158456072426331980575298491258344356953084161742517058,0.05103876963984705977109784400531498732869390382077222473393026355143044131034856,0.05667361833177109610352500545517623404847804274119804267283325213599832423607503,0.06419667248179893176725279041568469914213305609296038052397128399802306074163708,0.07384637360811867572629189778782630011400096859788900206425583319988924794105327,0.08599711190307674420063346479482323810724961978956632417133420205987090393062566,0.1011633458973833946446278553627130726367849100994635384723653349783781170691996,0.1200190377093919927171792432013505573371718254933848527416418526434519096118798,0.1434281135082914577808827500502189268199973252101745125073287263680063470319658,0.172485944660751790437605275169808589372108475758926850983574628901916483356315,0.2085743872754139720164429023202019433952515711215060983669712745519047881654231,0.2534346302622109195187526441250289335599200155546558180738377810091437439264954,0.3092628493801327978666414612961040231506929203624619651543339628354832342297717,0.3788331623375443522041320061136784184763837243142912456658122303758307194591078,0.4656515876342390118266101530743538162776836470129834575147699638947340386911575,0.5741459826555856758627038578771234910379303518078629072828801768688460848499625,0.7099018057788081513456752310875991635366493710979476402434145668280004731042584,0.8799611789923486985627434071149183160159664188088654848269311379008826879142151,1.093211123353192510994220945931633903824159667048526465599260532735901197211903,1.360893987682328720721920876087605330811255171581911682179947447119262754847313,1.69727698233793809875469587857308496407098299369814938184918160089193252662068,2.12051844378939304293854594592932481998794408301450152889395928452272370109154,2.65377134014595399554868588013391091005853507272047189209797417131132185878015,3.32657811151821379263475640637888081407480802701108997759489269342128060279215,4.176638982909252798654476235481435255057043469461312664085731649371342155935264,5.252072061928452864431213599850821193579342877859851601871876624789154519910587,6.614315697852722586811317804940490094785320376743603646583956272555238165761363,8.341845534453495558765957444210795931201799724881208749779338000599255827409545,10.53490040604530252472889340064544432980189702244062072409229674141908972714823,13.32145537081985298642479157574826418266555028676936457864601045886855706715685,16.8647606190046964931473667380984059185853484251979390999424760664128074634703,21.37287039289990031094225180939083749009142976260044029899688982190352995819721,27.11070349451045184309384242855207095433821444029473229689251190966544846755913,34.41533957001998786243566948839480638198310912352145940031989816161401354341392,43.71553699754436791388903215860351624462909837427431580936587738740036197908353,55.55688963352772681819623593478876384920887954946510111823777666161410214401963,70.63455566484541660438159321650388388403810260002774633154853834165513676515934,89.83602080500772296590223245576375122806587463940996479075539757803775134822886,114.2969765339794509730138329200120884517065228828297140808431359228276781807516,145.4743501646427734488264177798394052314064867047123802834084717818906675159479,185.2420791975521568266892485010512603189394723327161170590978184550071023148228,236.0174892040549002289203134982336368532838703544489800062967455832355929170658,300.9291351816777893442179179965605245834391061602464444427170951253032712335511,384.0410132859008384077153670949496352804948992250245003061073371550505799037435,490.654280087387004137908065424854106788229469737654014003627772086855022293948,627.7183924249103322425022411381812298635398268316568780047910433202273465515644,804.4027477663716599427921865964527024271217578976079869133442863081415256440978,1032.913441061853735965549667755299516771317967420090307988578441883402669778095,1329.697672508647915983385750385209557899386526681545599434380414850119977156592,1717.279060724037371499659075131730620723480478384048402047490927051159456643029,2227.146851458757832482452837266637007118262818625900747575681566372743388495447,2904.454966232827125451893445789098532636793582356965597385970986574066941936919,3815.93045601944832777453873553365165193712593823190956638213145977980809658119,5063.694645425690739335459740650211247207773044472646507502981435198492540363425,6810.484206127566073729298520552249099289537219248989137320860224724436392078308,9328.075933142699516791434362673357379573830244330946452674561637974203466228326,13096.1060600551985791943713197325850685764106209312741147151824806968661408368,19019.30300822058057626967399542778342344996627659189831345920561639067904928786,28951.53376353896910425522525482867596003313338002545618897429841396276542507358,47120.79455134141544371693985054000804243979927495512233452351023470883074589666,84680.56556682229729578770518607706358850096891888774769620509351012559531330071,178011.3798563129815778904471667959002436972627417747372691370727381784710355547,494866.935601798228955370835918274298554236763024560008766297346684095444555625,2.609353401998587739751848260093209285365711393652706024957248141947133702568547e+06,2.736257418933554278615910226115296266759396982590264261191987502392933864945539e+09
-0.002360579948494329271817415224208211128122965973610849805715234957714702470325133,-0.06878430112922057736115992326852527192312181739986521533384460064205453812931633,-0.2171870873193296214195947280402033542617361467563254465938235370944805994591513,-0.4644316348080593879571954439695875393938190185671571831198451584362707606585107,-0.8393458087762535044115318189307767189811969157040991136803659373952751861474678,-1.385334262656733521771739721903094475713459402618788449968241545621972332002567,-2.164988437844740431069204485204116189362603658424892721941744516102635805572991,-3.266893904393059181981240951051332939880128551977760880709593483954219296669764,-4.815317722793398367686744607367912140795376571072940017428624107162062503210444,-6.983793625920912207502236223074658969675105604064443970927251791699747885482001,-10.01403184853327147482632003126972086570465277910176784990494058337811813989935,-14.24209512790981256091407769084666662097449616510087546132883801550701926260151,-20.1344371323236018002828785811350540100599464051666110614430907503592910564681,-28.33726112332027922855497262682776373538160944586439675787063604545857792819488,-39.74383627465789801273543901211493221969058148306686888515087447560150541700518,-55.58606275500370254691343461301544821421192946620961333395980164939870382508823,-77.55888115243711821791143943885338772295645275662185074181678655262052791033518,-107.9892103054680102442145359909473775009588612484022383226775406112627438799917,-150.0650292413575002076476648513540418948504840795817733579113583430544059411113,-208.1451228063603301216317080959814162343690988983642045154120180680542987077526,-288.1763602699460310609716568668069677121650804546410002479575442313602611163105,-398.2541381061049182968633312964731896230845290640671245358407697692551902505177,-549.3741767709483582727379503015556116985983689484345778795400812129414729709323,-756.4418246886081853587242967538036387790486487517629929914283180701539720677015,-1039.629890341873026312636389065545535560083294531145992900756057420442908025306,-1426.208869170877319271577849765283812421735362081125351509307585970471236257099,-1953.015341761878404841640099811622707014214657835533412327390932930735639542232,-2669.777982249698312986863557447371725768676396087376026850874781073861299952629,-3643.591903350519719037350500221177503209858585107008841985426509460616954621234,-4964.929745073404042888699767800877510822642328459318048272644659176450096801079,-6755.7112358053075510193325931904628188387084139848464883943148486809107553273,-9180.129376683806000321546666217705683728937662870928477660748777153990883219041,-12459.15786935700263113606039172006072991267262332601398225891620354079215725284,-16889.95334240285817057095207619144765363124291405547800459711502820579881468932,-22871.74120379750007168168521144142283524659592441775964743869469135293549953219,-30940.26929695255891660205981495983400802355544441260898665972077721859011283673,-41813.56635770047828502478094423101985708462206671408591218358761352698193542622,-56452.60093607460850558488486418959611426273543904338720714479156842387766139658,-76141.58952281665497856836280964365638421111127702636639064423502963989753526628,-102594.301281263496208799066125458635003092225093949748061196153756790333641547,-138094.9444850330549877493270287599411812381820131092149390750016719403429859756,-185685.292799671292115973662364198763277742450166254634470851193143117543113222,-249413.8379082666399487463368928980213747374283539745265173419932349120276142084,-334668.2986973314769360717695854566122420314356300122136836954565978242202519016,-448620.4166040107738822939621426098506709387377974868463636986238354899031919504,-600822.6030976654654931639492690504854497327906852367283650674035393690983959798,-804010.9891289829117013620798281205456895659741791288879048518586752224793395399,-1.075190509719247379781957600649243677157468820187622436184100533771511332871633e+06,-1.437107592319835053284518622481102864686851009799494056575719619482975903313157e+06,-1.920259827091211181417195987923256425771526831834304427532585424405338200123278e+06,-2.56565908410948889598421049166585983793765400713165184460288088225335265829746e+06,-3.428671981070706972802014121860287883808078604919467044958483221308733858704611e+06,-4.584439769153797164104386025938932345524212824262946282619629686819810187809951e+06,-6.135683018403482652177924957080839667752085021355566274202996161994144819413611e+06,-8.224225368250691599627645547706103122969084083197963684354850723302805350341256e+06,-1.10485180756650577405583518870687276604023302932279138184396142753298718088144e+07,-1.489120092572151341857304407067694159095486125691554805001769489277567314600029e+07,-2.016411177797693491480200270740275583007532549550936502800783305387131057065828e+07,-2.748496859875814855429002794036432628093720118872550501410881255944747202260483e+07,-3.781446550982523235499835294458697785706228256479535987899526919691852233420669e+07,-5.271554835810968708802293463609535514871264176891640275067722072004248721726226e+07,-7.487785958849239741415203504525603956792810343939704315025709293225920435226056e+07,-1.092702079615250811139309407292207689063931385557844627526017608467003066603121e+08,-1.659556235251719067571528464613314897038867970754749333674701203379386886500953e+08,-2.680087388968029993813316443867404189386525417653589942433616127796173437261209e+08,-4.787114594996237854328462382140579045558075720730405353509259414108655729735295e+08,-1.029294675906069752150406921015627775821348249068618477553862111139140957172953e+09,-3.412099537474503262733848024098310865518492416387762457789994727954957998991506e+09,-2.945791544784132072855431270874947750366450015700088988185487144410630678555549e+11
