0.2217759784074784882924394143534179694784425330725015097415201534530128668255486,0.07595849887084262481454300343528122522616989699534230759902747016216720792793012,0.06450583044247892126394245145944375267924589594450781078495131605844166527131777,0.06309268268763330610968102742772037393992458035487348487545454682034454535321315,0.06610708641995399593388694526297123620012360827367170594765394311501763326027215,0.0721413959294335605266961173438064390940673938931988857572990647339861183481876,0.08077930828258417221093904086120840916064777419378045741018111298659481040713824,0.09198851642593998353874190666370137597174672047181789537494772325552542435124298,0.1059323510457855027221749513685936979305685994450357390367737810053841418029111,0.122893965078583313351711626190378061345403744547954184526072929174830908654636,0.1432523949578819035115520631375039009630497871373761003839211977119665601167789,0.1674959307859404407824728073312716456106023845758702276650804002268676555480632,0.1962538674849453925335710888322140190529495432850322936322593239524942766585268,0.2303223788148932512944463674043257657789110409086932852881359391352753280100744,0.2706754453459757420449087447439066256132745020941601423979343527234821704466221,0.3184727644743765491854023111834181172845346379248044615123970441447763475963029,0.3750886373789287387936343128980949860608225277951033990907800260401054593903665,0.4421834040921807795345480507931838174664990723325159154844903299000458800685402,0.5218095004469653341151544732154573176753398086767203790794088656904607711322765,0.6165055473296115825929669490863422184616422474593788178143809070455596835731515,0.7293400520585362038095120656961270714024681883114020716849196160746880154866924,0.8639306320413055464981587630951439734530991209395462977261372917425854997694522,1.024522385539358770480991527900752897566716771187294317487380153531861990112347,1.216204360245107464993245952971248217010291070131773334812879796721455979855197,1.445270912234993770064964798315911529635890129679565075979604448526520404046702,1.719632785075966516930426331407771959947893103405637999625413931567113100425979,2.049127100176325241155067640108088304471905943568251788039557651077936240464914,2.445624308215636284422026018335561615470517582301893676615699429769300460570787,2.922966335357694495559038187485837944376185988102195527482102893188548224461569,3.496929700306714687304013724215660969371082755863419607781289198690939102658431,4.185492515978608668741351311521476894454497621773707415578928757738469767271321,5.00959482508810073989381413150776225852440040039505649585992643382764881974016,5.994380061391436774574876263353741098927192084311085876024878958212456473275506,7.170836519665632183831025620593817037426254534528978318609648048315023064942531,8.578017705353493618311961987356689943395116977216822635739882252138286055008467,10.26659799735243831185241498419889713972372528619180056674575032353117005680331,12.3050374448263058708042108664293728209561105392455867058926524617616699876113,14.78979426566528385136892651782285138325416746747038279689975561016273221269349,17.861756196447755299159367688177464493709854681827579652929093831015611972469,21.73425699654513598683681602573718233670106311646772535583594637080965802152142,26.7456871209558428101341322528109303493915600071828061954285359656730013715245,33.46619412447712308449504498261016258779205940885486760660664676375154141007445,42.92882917676508362443779169211864039478986800612213190292569905773215906417245,57.17470010213576835760291608543199186316657169714545859906161985759618916134525,80.70637315185345643789658700908378460864154464634356732413677486984663799135157,125.1101896816171198349898527005345167110998157433101372136535320811943086380497,228.2609312254497673176249507014835692177124266666273938137840079471723145278579,581.6410754264637565679828369336465540655546460724764518989699551152153102436511,4400.37584241761016906613347711284343153674799985996581799160292319656960017899
-0.004459497243727373481636224102398566221431204585738008566208321211736536708444498,-0.1185807082910817656613894698688379742642621078225054561471032764357591998439005,-0.3873941315698424627411125000989546671572447888765298626807458347102280769507391,-0.8709043130007987747744684073510480449561759444436862277784576085824929316245913,-1.676654003817305588926363185477409566176965822813831815882615910205254775052226,-2.981651826571622142636797212982244112567971065767615606122598910519716822180016,-5.069308255519546959569133255972274495382364403045272885321063124209426562113522,-8.388574028179073718309686521201912891486128222414759459098437101415342854768387,-13.64667654755723486728921676768078466668113391644708246790171415800561623183057,-21.95231166850787983987856922905498362126179890961364592735633958988495282910136,-35.03445104821381737253381243560133325001005273894785667202648613947044278222117,-55.57579423066783066745186323474264515386913612014717065882683599346652754435067,-87.72242993752756572421472850818571852467119036379241057319451212741856601047313,-137.8644055292368707195871614643241166360847260257353671162817836734549282621651,-215.828227765653702760137945841451076806790789459001120450923301202187859607913,-336.6893357871438918341119974297075258871644901362489422201230866115477816159337,-523.5165548956033778942530232439001854339472300694447958685465116329117439042599,-811.5319052681641252552870032888661806595609304483882296727403992987766464010133,-1254.449383764675891000362789954916313902702191855616460260486864496219185925563,-1934.175532507591808418491019824080049369813186566578155062869402331501238142513,-2975.631476289194742733397306930974304470627031678481422298559566854760223824746,-4569.266762073808427767065326045234694003181050873020026181140426649244628372382,-7005.103360209279405352195323433964364659165969614436048402777867593931477343971,-10724.28454939220072205717278981359233561192026931634109258834495799176009276061,-16397.67616638346442037156153548711977306338597614166961215090246864933693262763,-25046.67289880496906165426159913729432273491789541283809092839713256124198721887,-38229.48608424304820983021229228612121083129599978080583897130411438184691834657,-58327.34703955507371594470241024978850520435346208179279524042032367753205970082,-88980.319015527591514258879000144126909041394684153324261324622858774473400681,-135744.3184214057795471964099311155978773239592159363726013938182814187129808584,-207074.8073413287581218943233864799410313778315487762597607118384342286821192556,-315797.0696279173744139663606521275296008042274647244554095526289150186149922486,-481309.4387090779725702627151757660632912487897505007014366769982855477953557231,-732900.7791415806176180502137716365581420517102198899394870475215604497366610552,-1.114779863104045471118441695399350847420909873045915177716271519513375001217032e+06,-1.693789408101455156301028582244013127559829531512360463243290246959301770901167e+06,-2.571479521584100612454744431464751248066318671001491904255674626631781258923493e+06,-3.903561092695514991591460958741581913241120004362291567909254270205347217042086e+06,-5.932369992319255729312045350945200247298611342737715701663120495866425552762397e+06,-9.043314807733237018236120498085604357665360730605907408912216954441935027985216e+06,-1.386818883486175053250177614177127054246449527472996939188969259875612158840399e+07,-2.148716292002217848358548446254907095112674574592829187314740304746394666906079e+07,-3.385809262566562188618016557837575945163869472745122056825943378481181439871467e+07,-5.482915825853356677238659996500012474769759598316428659437204019432918117990937e+07,-9.286868916386525678799575245654397735734120434673032680801281441549053546526134e+07,-1.698922309950522158224961358416857152439127489068039944030326393443715795479437e+08,-3.58725213621595379321107175256015993521279693846003487410040291901526429361021e+08,-1.038914383141881361615247726033521777644976576609040129338018784530296800311411e+09,-9.02649559198073446200067123061588323775313630778322254082081955855910243009604e+09
