0.05226165617973958484526449954165635503873939991784473993810459523773769667684944,0.09102619062675042847245923547330589768722651914182915404541658107528966943018552,0.1341362087423828686703329882666619869099001667446884644247406535527965211405485,0.192940305542502846937054873334933499409203500347146034052638625641659798118134,0.2773727013429698997773776442026060105467850533822192782053745850951570953867502,0.3999924922061761279166626895674697947945098077313443218120685162175727295989884,0.5781681754344442610879653850485556593748743722826480761651165477091112960937743,0.8366482114212341266409453512138677641417648172513340522691439935100533090507077,1.211129868080796805611717649078100316389872956241137970177413599786963419332686,1.753331952831231971096101068156220062397199012605191164778105765494697199436219,2.538301965475155750298955274385649213345360975227320051673545339557439495665497,3.674831459796612274415530779633600471137831913691939774132699626671437163628422,5.319851734789939716990833623872753789611202860296636422964457999376494228065057,7.697605882824802793207809361197486734830804548428481504589549240269430283104979,11.12436933097732886325767287132218449038960718088471815755793165047143713382077,16.03994312756832853883075135002785205396649808078867284270830426344866134550932,23.04915561474475200490273252076928251693180959391207671787712773338204509924263,32.98037216236842107471202571938992149020298867880604244321512035753250759556156,46.96999460816740166175882006294942404289877881172019525791630527337153868527394,66.58152749485941280197420866239498051913770140325194926982485659776593551345241,93.97056233749769735405244678586316596267573357742581050356994315751338208286483,132.1134667433601505870585564975896051878398914976760535913320533999654976900846,185.1280040672305043277666842025352206919731764445232115843046547773700658640657,258.7339483407149337575154789182182598104785601896431973181996267921564179855085,360.9196772039535285975703031203670704557059731313966907979576281156122179665554,502.8767190421342763771067325289539512906974039606583182141799000888352580115204,700.2513441784832859182736876689618114623759887270668270099115932627962512599387,974.7789901707740264797751877694343787787403505850687025989102660773340714199284,1356.433587712895279845780691231160660749423381402640815196272523777545930939413,1886.350019212804150458212146615768894234268410914952854987333000700777548403795,2620.999221684826236172367641481696550809538894559477867599451004790694231157122,3638.435325667383241085735639692802111080945221947398136703619705554072537218805,5047.93365627988402151835490652809256893293165178398962448855412566571141332526,7005.301773678344772227691865967288881637486864669502618201728725670725116165328,9738.241485651861873188728322323071816027288762574532172952551354426943211150781,13590.5926428276165008383282786295092268877868457755978510835039476443428179924,19104.37965488971094022532146111853545694628948807679503265926976834844878908885,27183.19423189150523918163073967046897416221270624945010017946648946552671906188,39443.65456873770597532347914757293650274977494262634227801013935427849471168412,59039.35436195561492222614744123216521892340356231079327610530520258400295474037,92813.37455010852405642964943917597323364515574307430846872797668586518962814062,157815.2020951140185408991576788906017596862472032403674423234327308497773057392,305679.696109186997282023595770096203073356546059806888922307217115806942128795,749629.3257282128187480932712814824038538263948260271357590257324383591854276345,3.102031792392204800565216458847298446091472156932786806935930942712724942846727e+06,1.449072127867896281948094083844557037244801241931872443254357780968219293991094e+08
-0.03028595157358891646969694595485886682264572575007188006923193549468338964585833,-0.2103872305206004429280742076755086603849698790499138098881110965679850991054873,-0.6021567303138021267855759018043769269180464425522752487160589404654036598644701,-1.313349285087213555686212558940899018229522705032876467615697115729135029307243,-2.536667248491709722912324314290704717287458959324633016334083275831982149235909,-4.598475973044029583630168484969702041123201581800116260632440492148100510192932,-8.040148981551293264527417389338552002695884160911647605578291587506638598530156,-13.7517376323602487468375636044576310733964354140064703636114763135825215446771,-23.19113516413019902981001529701060474030372310943121300152489248513912790294927,-38.74301837917441876485772235809157581571854787712840860669623679717339926149868,-64.30624907316462006412380049584596340301635906061020660890764113958525467244777,-106.2539575702534527067150580242447724694061237101428136235113972045112922662769,-174.9956458759453770632506132116151291116418843306230094971104303940320286767748,-287.4953000588317526328329902177824242691950399399759753252819473480354459280727,-471.2756106406889867706669992876019806600984779780632490242130262801997468493212,-770.6844919034376893254259497374402482322021835116394836947083698022203933030355,-1256.561594648199146892932937061468930148469145163898958194917836963340021023002,-2041.031520719894955892340871820872126835679343622874300139359354022948451450741,-3300.122071421368413117537292085365303795155788514628232106791255200957791551768,-5308.382953753267912638563702082482047617448939188038589837510013849486105478671,-8491.871174098523006421231633673155894847204127676383535740504436565326000224438,-13509.22132529610686325266047959741998119906290322244588616844387693909688558544,-21375.73927798807828977637750477410272425770149968647022825618717967149659750003,-33653.88216877186256461129331854540826091527842089198416682353828696366164806262,-52747.22308451458433276317731588771965215694703596496271568869898855687435786204,-82355.93083479362019815825996635351641995280829557945285295726231418410314347366,-128181.2873656681977656143402853111124686963780602180696001771657087780340157889,-199007.8238011915488287830250634910224309119799340117410292405078551459274172001,-308351.5965397864938373689757568653438481974191035844310350622724059320863663324,-476955.7934912996515472203693616017270855624209187001740046268444220925312735535,-736566.3037320630400293310144363764691109478513240391735880018851795274703954723,-1.13567820927045923511724894148535499533631145452781698573367859642491020874223e+06,-1.748391386907383740458821179487045131303727322004787569729655422743828959715989e+06,-2.688304966156128540781498202025006397099130938334789339881829431783460188285103e+06,-4.130859599816383862650733675953996538131286901637093439932665567119106654890242e+06,-6.350476254546761179054244099005002764107616369344942461130278442294357148330424e+06,-9.785065045475265075941436331702162679644167829980424108879311463853111727159807e+06,-1.515469204464409564505448369486880579687748997627380685660946508787570955238331e+07,-2.369636547951506689285163282767565143262560753723507028984887545766069699028556e+07,-3.767192352494362050463174256539861616022623009731223349326438710952986071147853e+07,-6.159342582515945091719620001257213350487944286121724253714027553965235851139841e+07,-1.056239441268865159228177675546479525871996287156008482688853404616861801860301e+08,-1.970338647453859383279761378475846526282447507199310078084663160369321346084494e+08,-4.321794155826516935588340693086763920062820595322607893240393578956648871984511e+08,-1.385402072422438777191682546718906938174803510094610956872493344137610109553638e+09,-2.645813510278837661146732407137057006662660740071400130911800927724033581976503e+10
