1.413549932100108935031801676448580546412977084053838459830293852967316808893895,0.4254384483175468287344690413691667575379084683167413531306897425128690637019112,0.3683921774930241625130321489292609323253364151684927450152866673883123103337414,0.3695635967099430591605674290084917400866377661785778784026578476013721112565637,0.3987027990562266753815350319911683587287890881538756476000930493964626447328545,0.4502866850706692750278060649623346905352212081681074118359921955326657437375146,0.5249582451802672412050479251031559172971193165707386975056133151928292556449022,0.6264300010935167592929841384672006744974726258270985671812690436693374321032449,0.7608968330371637721805301578080322633818828729182624347395320831435025389922562,0.9372097065351435282858832545099926574688114783131579335630488069124245649067307,1.167492770373023492471366567129527885199923309177769528608106384003987976496006,1.468215596705201973286049126420484417682683377854038715139197300053317083985851,1.861825463591298921921557884617450445604969306192599837439313130899575147455397,2.37904778434154580827098327305152849895182723464191239854581054261948539252605,3.061915982137702415350686029198657881180576523517843736592117891498347703810243,3.967569955180210677665687264178210100794511837700665853857623267911675993646805,5.172971749908310073278736094679268339759618019657989811481362041858266883605644,6.780979017412329198592137122913640674037353569537851608072223425100853964926212,8.928656478713524644735296976352629781323895149968368522140025182428778814319327,11.79910532427581746422183704395051735907118626010801398331666491676888703609229,15.63820980967623535848561311472940854117626954342759192065397598676741024266737,20.77772370843719823320373696024230394456329917779407529418827918671574564358617,27.66670828143562881066370367513022291412653892642689969857476918705336980224957,36.91480982388497594033630586869928752820523953271816359494241210277604759858645,49.35279501306755228562518562181052541883985321298407754381349980005820582351827,66.11739138143454609334258862109129328738950712509817285126863917784895948644816,88.76827451103115516702005091862224468439897916226240185822906507646677168292371,119.4455287474850731736214082642817989025954291167264173943560894386322581970518,161.0776815765458041923992161627875784539674777254506433995218281595584852647177,217.6548980021729500736065502775946085806561316048421769319472076681213189946677,294.5911833467790805895576561004168256923902357813003216768247773730432557958257,399.2179560970227073226683977459467338199356310596189931969307838515373668498729,541.4817454593341004501130857840865077936523537284071566362318502900469678133285,734.9537837642279064404243946861333718695579192945344396711667564453267219171297,998.2853899131514378225849932797307528740207936946057067097437186518988613379805,1357.262087297005145586312524901111224694824914532023184704799155323462662665664,1847.656250322803726873229636955133257787483576352489932908432789261200916462314,2519.212648552066400302358260834918578639682239677527046620355493071589209474928,3441.395825449690430300701715577436643493390551701215785216615462003779287923122,4712.08188430458564003892164118963083400637768814988874675832262894176031670042,6471.364622596122254612708854988470173765465879954290531800047627721125123365104,8924.459676244769076555391562654721899356872316182493939456980620370227922816855,12381.31001336959789076555063967331981422151986075184154895398225420438939892639,17328.28807083876586932567236403975496116890192088533326636117442821136576391222,24565.18462925132182819671295908559081450988034883698662206756291363404124189351,35484.1687293784317114581937813747044558229523103850407938233319231800401507594,52682.95174207787846711333239672708740563761375845681589312890170664571559838221,81444.41855317983842205751007398951038924641534857415394016696815483896125269141,133757.3452659132592402007683871558713765871976306114982975349909472708658497601,241132.4562663678052678449158669377836651726770250601330142297759534493278553855,505975.6159663102757046262713421398197484444438623295771150154955760592815652719,1.398244318070197992748592360731493855058623359938499482170043647886609396244331e+06,7.292985976071016646376827712986375552571500493124324929185683959049342487857383e+06,6.803470179590762328124324766861141333762234776116161865256152493276855343616789e+09
-0.003217731363189835795587361818779576390556177482150956617064413288904006208175199,-0.09940879104352488845027205009337419614247927990510166884681034031965559758920377,-0.3220424722595237361491700559561603328913400699808686093351049448696440086626046,-0.7125473781657610224588774222238582554286022937564756218698554988312357427508304,-1.34492758273662429394904666330413201840376323090532351967749535744874289709054,-2.339185317396699274013837813804371832822062799575189766747208411956910327650045,-3.884015891590364098234619110163538954237892741095989262594702759727249019160718,-6.272411901470449611151883144374613484576587712906423872248348631316627758391757,-9.956249297574408813123487922830944042535556376968815504019137310149364019406115,-15.62886597359432472945628768111453468190179117731926982570934170050210067771815,-24.34901610017776128833407310726460295885970286378485117881029831085944281096765,-37.72658476795199130443196616878017087725813916613218483993530276850611505249988,-58.20171302004254650479736247147870739260929141432684380716481242591672102959372,-89.46623038950988376754871709507183774051631257841519474902674990677041067103904,-137.100626513127606700837243506983743523500175876437724426213363155672681214246,-209.5314392951998596144213041138647971957031425115369800381429161936447807889644,-319.4540327813105379614381681367701929776374062594645716260744779039080890211924,-485.9199378636161859590218196998327739932064094637532671080786199627867996220901,-737.3700021873111102030849547234027925050911241023069532932968080645756620761749,-1116.026528048080660715257187750222124897598040212025667579526287592839239533221,-1684.261303900904994818980490935056396960491977812999327660675972195902441614387,-2533.84751160104489558625128238223712684205446531544575565001752079539952054092,-3799.410302870448771714280048951169994182394045127215010778470188836226951854072,-5677.988554739392716918680295553936513433283165601973184813772337617728345855735,-8457.536259869983462642955947599814942415883880588297642463068365892464943743166,-12558.57370984538278453403410079319926643871787634364457445099311901597201138748,-18595.1673248214796096628740079326696317485044520538384425644162953722617982307,-27464.05944166342649555243046859453307357112542481928984224011796842783628639808,-40474.23208138055685370846649949389543151760618421086839202656219138593762406664,-59533.8143604336984415081400927957240860888139566301119697599624653143152405269,-87417.72661910042630896486797396641736943253536883096370331641027572415306311619,-128149.2504468327716151680302912776285928178446113021364946466703784398635728645,-187544.5859300190615515513632419716355622746621366289025594825135790587129119536,-273995.2200942973233940001056927477622699028450030830135517284466316811848248617,-399601.9608044156037727762463810208481858986067444901211123504164196756953130298,-581829.0340790693595612840933473168372318228421740749224059486638605039250638599,-845921.1487906188513054240714865076142403720812004541568779116002956564346502484,-1.228435226887816775260195751170961955372958585261684005606299764025812777706371e+06,-1.782415605993881690672190076420552400080328933362942585425788300030218576573136e+06,-2.58505406363107263576536428170112351812418246806859854339339520813616053378432e+06,-3.749248443094758013457536634426957012337007840919638541341925960103463041531777e+06,-5.441541637033169686936513043899860032292171838385564305415187701029713591668635e+06,-7.910971862505633198468666780279142056174021426059749013862005378749715443756817e+06,-1.153748571618840648320967573744982485676278480148806543157185498689958053896967e+07,-1.691735233920455046173741048758084229634177661465938284470531457928213072437708e+07,-2.50230556276970103856423247204415104629934667865300111314569255475576319312633e+07,-3.752458429794728832255351820141243591831639704725253637124504316379829385928456e+07,-5.749317376835727815850320627330922275678936941164584548329211756914168317592734e+07,-9.111853005048992490509577233146876082669341205799271919404324626032389693297642e+07,-1.525377078907038817597869687415656304480401791250710325151345722521640495676577e+08,-2.804172084640425474149427489007854290403576597979452025388777042901498730587923e+08,-6.157740599405886373933519426060785588666679976507230269082162828393429290272548e+08,-2.066501611214286914477167115220558647784884489621596437193892889711267456185447e+09,-1.699972519484022072210042710321219216464875470933848033052868035508116199506895e+11
